RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,Bomen,"Zie bomen.amsterdam.nl voor uitgebreide informatie over de bomen.


De weergave van bomen op deze kaart is niet `real-time`. Op deze kaart kunnen bomen staan die inmiddels zijn omgewaaid of gekapt. In vrijwel alle gevallen wordt een omgewaaide of gekapte boom herplant. Zodra de boom geplant is en onze inspecteurs weer hun ronde doen (om de drie jaar) komt de boom weer op de kaart.

Deze Maps-kaart maakt gebruik van een Web Map Service (WMS) van het gemeentelijk Datapunt. Deze WMS is verbonden met de dataset van het gemeentelijk beheersysteem GISIB. De kaart van het Datapunt is identiek aan deze kaart op Maps Amsterdam.",https://maps.amsterdam.nl/bomen,PointDS,ObjectDS,"Geometry: Layer is a tree inventory with 70,000 point features and tree-specific attributes like height and planting year, so it represents point locations. | Entity: Point layer of individual trees. Metadata and attributes describe distinct tree objects (species, tree number, planting year, owner/manager), not measurements or events. Numeric fields are identifiers/attributes, so ObjectDS.","Layer is a tree inventory with 70,000 point features and tree-specific attributes like height and planting year, so it represents point locations.","Point layer of individual trees. Metadata and attributes describe distinct tree objects (species, tree number, planting year, owner/manager), not measurements or events. Numeric fields are identifiers/attributes, so ObjectDS.",,0.985,0.99,0.98,V3_caveman_gpt
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,Bomen,"Zie bomen.amsterdam.nl voor uitgebreide informatie over de bomen.


De weergave van bomen op deze kaart is niet `real-time`. Op deze kaart kunnen bomen staan die inmiddels zijn omgewaaid of gekapt. In vrijwel alle gevallen wordt een omgewaaide of gekapte boom herplant. Zodra de boom geplant is en onze inspecteurs weer hun ronde doen (om de drie jaar) komt de boom weer op de kaart.

Deze Maps-kaart maakt gebruik van een Web Map Service (WMS) van het gemeentelijk Datapunt. Deze WMS is verbonden met de dataset van het gemeentelijk beheersysteem GISIB. De kaart van het Datapunt is identiek aan deze kaart op Maps Amsterdam.",https://maps.amsterdam.nl/bomen,PointDS,ObjectDS,"Geometry: Tree layer with 70k point features; attributes describe individual trees, not areas or lines. | Entity: Point layer of individual trees; each point is a distinct countable real-world object, not a measurement or event. Numeric fields are attributes of the trees, so ObjectDS fits best.","Tree layer with 70k point features; attributes describe individual trees, not areas or lines.","Point layer of individual trees; each point is a distinct countable real-world object, not a measurement or event. Numeric fields are attributes of the trees, so ObjectDS fits best.",,0.985,0.99,0.98,V3_caveman_gpt
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,Bomen,"Zie bomen.amsterdam.nl voor uitgebreide informatie over de bomen.


De weergave van bomen op deze kaart is niet `real-time`. Op deze kaart kunnen bomen staan die inmiddels zijn omgewaaid of gekapt. In vrijwel alle gevallen wordt een omgewaaide of gekapte boom herplant. Zodra de boom geplant is en onze inspecteurs weer hun ronde doen (om de drie jaar) komt de boom weer op de kaart.

Deze Maps-kaart maakt gebruik van een Web Map Service (WMS) van het gemeentelijk Datapunt. Deze WMS is verbonden met de dataset van het gemeentelijk beheersysteem GISIB. De kaart van het Datapunt is identiek aan deze kaart op Maps Amsterdam.",https://maps.amsterdam.nl/bomen,PointDS,ObjectDS,"Geometry: Layer is trees, shown as individual tree locations with Point geometries and tree-specific attributes. | Entity: Point features are individual trees, a countable real-world asset. Metadata explicitly describes tree locations; numeric fields are identifiers/attributes, not the mapped phenomenon.","Layer is trees, shown as individual tree locations with Point geometries and tree-specific attributes.","Point features are individual trees, a countable real-world asset. Metadata explicitly describes tree locations; numeric fields are identifiers/attributes, not the mapped phenomenon.",,0.99,0.99,0.99,V3_caveman_gpt
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,Compost maken met de buurt,"Composteren

Op deze kaart staan lokale initiatieven verzameld die gfe inzamelen en daar compost van maken. De gemeente Amsterdam gaat de komende jaren in meer wijken het gfe apart inzamelen. En Amsterdammers voorlichten over het belang van composteren. Dit is onderdeel van de Voedselstrategie van de gemeente Amsterdam.
Zie voor meer informatie de factsheet over composteren in Amsterdam: Composteren in Amsterdam


Voedselinitiatieven

Met de Voedselstrategie zet Amsterdam de komende jaren in op een gezond, eerlijk, duurzaam en betaalbaar lokaal voedselsysteem, waarbij alle Amsterdammers voordeel hebben van de verandering. Dit wordt samen gedaan met initiatiefnemers, (kennis)instituten, overheden, boeren en bedrijven. Op deze kaart zijn sociale voedselinitiatieven en stadslandbouw initiatieven vermeld: maps.amsterdam.nl/voedselinitiatieven

Zie voor meer informatie over de Voedselstrategie: Volg het beleid: Voedselstrategie Amsterdam.

U kunt aan de opbouw van deze kaart meewerken. Kent u compostinitiatieven die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op via onderstaand e-mailadres.",https://maps.amsterdam.nl/buurtcompost,PointDS,ObjectDS,"Geometry: Layer shows 86 point features for local compost initiatives; this is a point dataset, not areas or lines. | Entity: Point features are named neighborhood compost initiatives at specific addresses/sites. They are discrete real-world objects/facilities, not measurements, events, or area patches; numeric fields are just attributes.","Layer shows 86 point features for local compost initiatives; this is a point dataset, not areas or lines.","Point features are named neighborhood compost initiatives at specific addresses/sites. They are discrete real-world objects/facilities, not measurements, events, or area patches; numeric fields are just attributes.",,0.975,0.99,0.96,V3_caveman_gpt
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,Veiligheid en overlast,De gebieden op deze kaart zijn via webservices (WFS) afkomstig van het Dataplatform van de Gemeente Amsterdam: https://api.data.amsterdam.nl/v1/wfs/overlastgebieden/,https://maps.amsterdam.nl/overlast,PlainVectorRegion,PatchDS,"Geometry: Polygon areas for camera zones, but they are sparse and isolated rather than a near-complete partition; topology hints show low shared boundaries and low fill ratios, so PlainVectorRegion fits best. | Entity: Camera areas are overlastgebieden: selected bounded zones where a safety/nuisance condition applies, not reporting units or full-area coverage. The layer is about affected areas, so PatchDS.","Polygon areas for camera zones, but they are sparse and isolated rather than a near-complete partition; topology hints show low shared boundaries and low fill ratios, so PlainVectorRegion fits best.","Camera areas are overlastgebieden: selected bounded zones where a safety/nuisance condition applies, not reporting units or full-area coverage. The layer is about affected areas, so PatchDS.",,0.96,0.97,0.95,V3_caveman_gpt
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,Bijzondere bomen + Adviezen bescherming en beheer (CBH),"Groeikaart

Deze kaart met bijzondere bomen is een groeikaart. Momenteel wordt de lijst met bijzondere bomen gebiedsgewijs geactualiseerd en geharmoniseerd. Per stadsdeel/stadsgebied wordt de kaart steeds verder opgevuld en bijgewerkt. 

Onder de knop vastgestelde beschermstatus staan alle bomen die (her)beoordeeld worden of al opnieuw vastgesteld zijn. Hier vind je ook de (nieuw geplante) toekomstbomen.

Onder de knop geadviseerde beschermstatus staan de bomen waarbij de CBH al een actualiserings-advies heeft uitgebracht. De CBH is een door B&W benoemde onafhankelijk adviescommissie. Meer over deze commissie lees je rechtsonder op de kaart onder Bijzondere bomen en de adviescommissie CBH.

Door het op de kaart aanklikken van een boom, zie je meer informatie en kan je extra informatie downloaden (N.B. dat kan nu dus nog niet bij alle bomen). Niet alle bomen op deze kaart staan al precies op de juiste plek, maar ze staan dan wel in de buurt van hun werkelijke locatie.",https://maps.amsterdam.nl/bomen_bijzonder,PointDS,ObjectDS,"Geometry: Layer is individual trees with 7805 Point features; map description says you can click a tree for details and locations may be approximate. | Entity: Point layer of individual trees (Canadian poplars) with tree numbers, species, and management status. The mapped features are discrete real-world objects, not measurements or zones.",Layer is individual trees with 7805 Point features; map description says you can click a tree for details and locations may be approximate.,"Point layer of individual trees (Canadian poplars) with tree numbers, species, and management status. The mapped features are discrete real-world objects, not measurements or zones.",,0.985,0.99,0.98,V3_caveman_gpt
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,Sensoren Crowd Monitoring Systeem Amsterdam,"Op deze kaart staan alle telsystemen van het Langzaam Verkeer Monitoringsysteem (Voorheen Crowd Monitoring Systeem) Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.
Telsystemen winnen informatie in over langzaam verkeer: voetgangers en fietsersstromen.

Meer informatie: https://data.amsterdam.nl/data/datasets/PnrmHN-YvSqjhw/langzaam-verkeer-monitoringsysteem-amsterdam-lvma/",https://maps.amsterdam.nl/cmsa,PointDS,ObjectDS,"Geometry: Map shows installed counting systems/sensors as clickable objects; all 96 features are points, so this is a point dataset. | Entity: Point features are individual sensor/camera installations in the Amsterdam crowd monitoring system; the layer maps discrete objects, not measurements or events. Numeric fields like rotation are just attributes.","Map shows installed counting systems/sensors as clickable objects; all 96 features are points, so this is a point dataset.","Point features are individual sensor/camera installations in the Amsterdam crowd monitoring system; the layer maps discrete objects, not measurements or events. Numeric fields like rotation are just attributes.",,0.985,0.99,0.98,V3_caveman_gpt
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,Cultuurhistorische waarden,"De geschiedenis van een gebied kan een inspiratiebron zijn voor de ontwikkeling van de stad. Op deze kaart zijn gebiedsgericht cultuurhistorische waarden en historische stedenbouwkundige ontwikkelingen in beeld gebracht.

Cultuurhistorische waarden per gebied
Bij cultuurhistorische waarden gaat het over sporen, objecten, patronen en structuren die zichtbaar of niet zichtbaar onderdeel uitmaken van onze leefomgeving en een beeld geven van een historische situatie of ontwikkeling. In veel gevallen bepalen deze cultuurhistorische waarden de identiteit van een plek of gebied. Ze dragen bij aan een aantrekkelijke woonomgeving en vestigingsklimaat en bieden aanknopingspunten voor toekomstige ontwikkelingen. Het is daarom van belang deze cultuurhistorische waarden te betrekken in de planvorming en mee te wegen in de besluitvorming over de inrichting van een gebied (via bijvoorbeeld een bestemmingsplan, stedenbouwkundig plan of herinrichtingsplan voor de openbare ruimte). 

Per gebied kan doorgeklikt worden naar meer informatie over de historisch stedenbouwkundige ontwikkeling van een gebied en de bovengrondse cultuurhistorische waarden. Deze informatie is afkomstig uit de Cultuurhistorische Verkenningen (CHV’s) die door Bureau Monumenten & Archeologie zijn gemaakt. De CHV’s zijn meestal gemaakt in het kader van de actualisatie van een bestemmingsplan. Dit verklaart waarom de CHV’s nog niet heel Amsterdam beslaan en waarom de grenzen niet altijd overeenkomen met de historische bouwperiodes waarin de stad zich ontwikkelde. 

Gebieden met beschermde status
Een aantal gebieden in Amsterdam is zodanig van cultuurhistorische waarde dat daaraan een beschermde status is toegekend: UNESCO Werelderfgoed en rijks en gemeentelijk beschermde stads- en dorpsgezichten. De begrenzing van deze beschermde gebieden is op deze kaart te vinden met daaraan gekoppeld meer informatie. 

Bovengronds en ondergronds
De kaart is dynamisch en wordt regelmatig aangevuld met nieuwe informatie over de bovengrondse cultuurhistorie van de stad. Voor ondergrondse cultuurhistorische waarden kunt u terecht op de archeologische kaart: http://maps.amsterdam.nl/archeologie.

Bron beelden: BMA, Beeldbank Stadsarchief Amsterdam of zoals vermeld in de rapportages die u kunt downloaden.",https://maps.amsterdam.nl/cultuurhistorie,PlainVectorRegion,PatchDS,"Geometry: Area-based CHV polygons for selected neighborhoods/areas, not a complete citywide partition. Topology hints show isolated/overlapping regions and low fill ratios, so PlainVectorRegion fits best. | Entity: The layer maps culturally historical values and protected/selected study areas where heritage significance applies, not discrete objects or reporting units. Metadata emphasizes gebiedsgerichte waarden and bounded areas; this fits PatchDS.","Area-based CHV polygons for selected neighborhoods/areas, not a complete citywide partition. Topology hints show isolated/overlapping regions and low fill ratios, so PlainVectorRegion fits best.","The layer maps culturally historical values and protected/selected study areas where heritage significance applies, not discrete objects or reporting units. Metadata emphasizes gebiedsgerichte waarden and bounded areas; this fits PatchDS.",,0.91,0.91,0.91,V3_caveman_gpt
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,Japanse duizendknoop,"De Japanse duizendknoop is een woekerplant die veel schade veroorzaakt. Zijn wortels gaan dwars door beton, kademuren en straten. De plant is moeilijk te bestrijden. Daarom hebben we uw hulp hard nodig. Ziet u deze plant, meld het dan via: Gemeente website",https://maps.amsterdam.nl/duizendknoop,PointDS,ObjectDS,"Geometry: Layer shows knotweed sightings/locations; all 717 features are points, so this is a point dataset. | Entity: Point layer marks discrete knotweed sightings/locations, not measurements or events. Map description and photos indicate each point is a real-world invasive plant object/site.","Layer shows knotweed sightings/locations; all 717 features are points, so this is a point dataset.","Point layer marks discrete knotweed sightings/locations, not measurements or events. Map description and photos indicate each point is a real-world invasive plant object/site.",,0.97,0.99,0.95,V3_caveman_gpt
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,Ecologische structuur (AES) en passages,"De ecologische structuur verbindt de groene gebieden met elkaar en vergroot daarmee het leefgebied voor dier- en plantensoorten. De Amsterdamse ecologische structuur betreft een netwerk van zowel grote als kleine `groene` en `blauwe` gebieden en maakt het verbindende groene netwerk binnen de stad en de verbinding met het omringende landschap zichtbaar en is essentieel voor de biodiversiteit.

Om het stelsel van groene verbindingen goed te laten functioneren is het van belang dat ecologische knelpunten worden opgelost. Op de kaart is de ecologische structuur en zijn de op te heffen barrières (knelpunten) in beeld gebracht. 

De Provincie Noord-Holland is bronhouder van de kaarten van het Natuurnetwerk Nederland (NNN), de vroegere EHS. Wijzigingen in deze dataset worden hier niet bijgehouden. Zie voor de laatste versie en de correcte begrenzing de kaarten van de Provincie: Kaarten Provincie Voor het kaartbeeld zijn de grenzen op deze kaart gegeneraliseerd.

Het ministerie van Economische Zaken is verantwoordelijk voor de begrenzing van Natura 2000-gebieden. Alle informatie is hier te vinden.

Voor meer informatie over de ecologische structuur van Amsterdam zie hier",https://maps.amsterdam.nl/ecopassages,PointDS,ObjectDS,"Geometry: Layer contains 351 point features for ecopassages/knelpunten, which are discrete locations rather than areas or lines. | Entity: Point features are discrete ecopassage/knelpunt locations and solutions (bridges, faunapassages, underpasses) tied to specific sites, not sampled measurements or a numeric amount layer.","Layer contains 351 point features for ecopassages/knelpunten, which are discrete locations rather than areas or lines.","Point features are discrete ecopassage/knelpunt locations and solutions (bridges, faunapassages, underpasses) tied to specific sites, not sampled measurements or a numeric amount layer.",,0.97,0.99,0.95,V3_caveman_gpt
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,,,,PlainVectorRegion,PatchDS,"Geometry: 9 isolated wind-energy potential areas, not a full partition; no shared boundaries or adjacency, so this is plain polygon regions. | Entity: Title says potential wind energy areas; polygons are selected phenomenon zones, not reporting units or full coverage. Numeric fields are attributes of the zones, so PatchDS fits best.","9 isolated wind-energy potential areas, not a full partition; no shared boundaries or adjacency, so this is plain polygon regions.","Title says potential wind energy areas; polygons are selected phenomenon zones, not reporting units or full coverage. Numeric fields are attributes of the zones, so PatchDS fits best.",,0.9450000000000001,0.96,0.93,V3_caveman_gpt
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: 744 point features at stemlocaties with circle sizes for election results; this is a point layer, not regions or lines. | Entity: Point features are voting locations/stemlocaties with election results attached; the mapped thing is the polling place object, not the numeric values. AmountDS is not appropriate because the numbers are attributes of the locations.","744 point features at stemlocaties with circle sizes for election results; this is a point layer, not regions or lines.","Point features are voting locations/stemlocaties with election results attached; the mapped thing is the polling place object, not the numeric values. AmountDS is not appropriate because the numbers are attributes of the locations.",,0.97,0.99,0.95,V3_caveman_gpt
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,Eikenprocessierups,"Deze kaart toont op welke plekken in de stad nesten van de eikenprocessierups zijn aangetroffen. De kaart is real-time verbonden met het registratiesysteem waarin doorlopend mutaties plaatsvinden. Als een nest is verwijderd, dan wordt dat ook aangegeven. Naarmate het overlastseizoen vordert, zullen steeds meer aangetroffen en verwijderde nesten zichtbaar zijn. Aan het begin van het seizoen zijn nog niet alle eikenbomen gecontroleerd. 

De urgentie wordt bepaald aan de hand van de grootte van het nest, het aantal nesten per boom en het aantal aangetaste bomen:


Urgent

Formaat nest: Tennisbalformaat (< 10 cm) of voetbalformaat (> 10 cm)
Aantal nesten:> 5 tennisbalformaat of ≥ 1 voetbalformaat
Aantal aangetaste bomen per 10 bomen:>5 tennisbalformaat of ≥ 1 voetbalformaat


Standaard

Formaat nest: Tennisbalformaat
Aantal nesten: 2 t/m 5
Aantal aangetaste bomen per 10 bomen: 2 t/m 5
Maximaal: 2 t/m 5 nesten per individuele boom zonder nest in omliggende bomen.


Laag

Formaat nest: Tennisbalformaat
Aantal nesten: 1
Aantal aangetaste bomen per 10 bomen: 1
Maximaal: 1 tennisbal per individuele boom


Niet te bestrijden

Er zijn wel nesten geregistreerd, maar deze kunnen niet worden bereikt met een klimploeg of hoogwerker.


Gemeld

Er is een melding ontvangen over een nest. Deze moet nog worden geregistreerd.


Deels bestreden

Een deel van de boom is schoongemaakt (bijv. de stam), maar de rest volgt later.


Bestreden

Nesten zijn verwijderd.

De haren van de rupsen kunnen gezondheidsklachten opleveren. De rupsen leven in bolle spinselnestjes. Deze zijn gebonden aan eikenbomen en vaak maar moeilijk vindbaar hoger in de boom, maar soms zijn ze groter en met rupsen te zien op de stammen van de eiken.

U kunt aan een boom zien of een rupsennest bekend is bij de gemeente. In dat geval is er een stuk rood-wit lint aan gehangen. Heeft u een rupsnest gezien in een boom zonder lint?
En weet u zeker dat het een eikenprocesierupsnest is en niet de rupsen van de spinselmot zijn? 
Geef dan de locatie van het nest door aan de gemeente via 14020 of via meldingen.amsterdam.nl of via www.amsterdam.nl/eikenprocessierups.

Meer informatie vindt u op www.amsterdam.nl/eikenprocessierups",https://maps.amsterdam.nl/eikenprocessierups,PointDS,ObjectDS,"Geometry: Layer shows reported nest locations on trees; all features are points and the map is a set of incident locations, not regions or lines. | Entity: Point features represent reported/registered oak processionary moth nests tied to trees/locations, with status updates over time. This is a discrete mapped object layer, not a measurement or area patch.","Layer shows reported nest locations on trees; all features are points and the map is a set of incident locations, not regions or lines.","Point features represent reported/registered oak processionary moth nests tied to trees/locations, with status updates over time. This is a discrete mapped object layer, not a measurement or area patch.",,0.97,0.99,0.95,V3_caveman_gpt
